scenario,label,fec_mode,netem_delay,netem_loss,result
h,h,auto,50ms,0%,variant=udpfast size=1200B iters=30000 batch=64 sent_packets=1920000 sent_bytes=2304000000 recv_bytes=0 time_ms=3364.96 throughput_MiBps=652.98
